Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
1534236892,"27 Apr 2018, 06:05:04",Morning Run,Run,,1485,4.20,43,false,"",activities/1651148515.tcx.gz,60.0,,1485.0,1481.0,4202.2001953125,6.800000190734863,,15.057639122009277,,35.0,43.0,25.5,-0.004759411793202162,,,,,175.0,155.81625366210938,,,0.0,,,43.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3079004.0,,,,,,
1542157467,"1 May 2018, 06:15:33",Morning Run,Run,,1950,5.24,,false,"",activities/1659303107.tcx.gz,60.0,,1950.0,1731.0,5248.10009765625,7.0,,14.190258026123047,,33.599998474121094,42.29999923706055,19.600000381469727,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3079004.0,,,,,,
1546539972,"3 May 2018, 06:53:36",1/2,Ride,,2219,13.08,,false,,activities/1546539972.gpx,60.0,,2219.0,2146.0,13088.7998046875,11.800000190734863,,57.69168472290039,,33.900001525878906,77.9000015258789,26.200000762939453,-0.09702952206134796,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1547361965,"3 May 2018, 16:26:00",2/2,Ride,,1969,13.19,,false,,activities/1547361965.gpx,60.0,,1969.0,1858.0,13196.2001953125,14.800000190734863,,68.88117218017578,,33.900001525878906,75.0,8.100000381469727,0.10078658908605576,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1551269048,"4 May 2018, 06:07:33",Morning Run,Run,,1761,5.18,51,false,"",activities/1668637085.tcx.gz,60.0,,1761.0,1756.0,5188.39990234375,7.0,,23.20249366760254,,33.599998474121094,47.70000076293945,12.0,0.007709505967795849,,,,,185.0,154.31961059570312,,,0.0,,,51.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3079004.0,,,,,,
1551269107,"5 May 2018, 08:06:37",Outdoor swim,Swim,"",3559,"1,324",11,false,,activities/1668637167.tcx.gz,60.0,,3559.0,2700.0,1324.199951171875,4.599999904632568,,0.0,,38.20000076293945,39.400001525878906,30.0,0.0,,,,,159.0,107.83802032470703,,,,,,11.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1555889655,"7 May 2018, 10:40:59",I ❤️ cycling,Ride,"",16248,65.31,,false,,activities/1673405144.gpx.gz,60.0,,16248.0,9308.0,65317.5,18.100000381469727,,512.5218505859375,,29.799999237060547,177.0,20.799999237060547,0.00015309832815546542,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1558525191,"8 May 2018, 16:53:16",3rd swim 💦,Swim,"",3297,"2,414",10,false,,activities/1676101724.tcx.gz,60.0,,3297.0,3055.0,2413.89990234375,1.7000000476837158,,0.0,,38.20000076293945,39.5,4.800000190734863,-0.024856042116880417,,,,,126.0,105.36927032470703,,,,,,10.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1559467678,"9 May 2018, 06:05:04",Morning Ride,Ride,,2202,12.92,24,false,,activities/1677069063.tcx.gz,60.0,,2202.0,2109.0,12921.400390625,14.699999809265137,,57.05129623413086,,33.900001525878906,77.80000305175781,17.100000381469727,-0.09364310652017593,,,,,170.0,131.16229248046875,,,,,,24.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1560554278,"9 May 2018, 16:23:53",Afternoon Ride,Ride,,2466,15.79,4,false,,activities/1678185482.tcx.gz,60.0,,2466.0,2181.0,15789.2001953125,19.799999237060547,,91.67182159423828,,35.099998474121094,69.0,8.5,0.07663466036319733,,,,,145.0,87.32223510742188,,,,,,4.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
