,achievement_count,athlete_count,athlete_id,average_cadence,average_heartrate,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_lat,end_lng,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,location_city,location_country,location_state,manual,map_id,map_polyline,max_heartrate,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_lat,start_latitude,start_lng,start_longitude,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,workout_type
27,0.0,2.0,23312763.0,59.4,97.8,1.425,0.0,0.0,1.0,6017.3,4230.0,11.8,7.2,52.2,0.13,garmin_push_4830396108,0.0,0.0,g6474974,1.0,0.0,0.0,3345669101.0,4.0,,,,0.0,a3345669101,g}q}Hw_WE~@Az@]Zk@GE\cAjAc@Ei@Vc@j@[r@_@`@Qn@[j@cAhAUr@[b@[H[h@Qr@]b@c@RiAJc@?Y`AUlAa@TCd@c@BgASe@ESj@W?c@U_@Ae@b@g@CmAZ[S{@Ec@B_ASa@CGF{AeBc@Aa@Oc@Wg@Z[Ka@d@c@T_@`@M?c@G}@Q_@?Wo@IBa@UWBOl@S^Ol@g@?MHYfASl@Wh@SR?DYn@_@FOHMt@W|@Bx@O`@i@l@CVQTq@IJZF~@BGL|AKz@D`@DVZf@Nn@HnATr@Jz@Xr@Zd@`@\d@Rl@?TAVFF?d@NLAbA\b@V`@Nb@Lx@J?DDR`@Ib@QLM`@OZEb@Ob@Qb@?b@Dd@A`@A`@IhAIdAAb@Dp@Wd@CHIH?d@U`@Oz@Ob@OXA`@VBtBRr@@XGfBTlF?|@Hx@C|@Dz@EfDHx@H`DFr@B@d@Cb@NZFb@Kz@Vj@H\Eb@?LCb@BTB`@PnALLCb@HbAGh@H^Rb@@fAC`@@d@Hb@Aj@JLGd@Pd@FbAAFq@A}AF{B@y@F}@FwBJw@F{@?}@Hy@AuAHmCDmBEe@DEFa@TmCJy@B}@ZoCZkAn@iDv@cCF_D\mBVq@Ju@Tk@v@a@b@[Pa@By@Fw@AwBDc@H]XwBRu@f@qAHiAp@}CD}@QsBMw@Iy@@c@IEEEa@GcAj@WHm@F_@SMYE]?a@Gg@B}@Gw@Qq@BiAMa@CoAGK_@JMAe@RUBcARQ?e@Ia@sCKSAe@J`@NJA@,118.0,3.1,4224.0,Afternoon walk,0.0,0.0,0.0,2.0,2020-04-23T16:09:21Z,2020-04-23T17:09:21Z,52.2,52.2,0.12,0.12,(GMT+00:00) Europe/London,10.3,0.0,0.0,Run,3575366161.0,3575366161,3600.0,everyone,0
26,2.0,2.0,23312763.0,86.1,171.3,3.247,0.0,0.0,1.0,5010.3,1609.0,12.5,4.6,52.2,0.13,garmin_push_4830397578,0.0,0.0,g6474974,1.0,0.0,0.0,3345670404.0,7.0,,,,0.0,a3345670404,wtq}HipWDBBH`@dCCTKPOJa@NEDsAd@w@PkAPYd@Mt@mAf@c@\[d@Qv@q@De@Jg@T_@`@e@RmB`Ae@PT\AFWP[Hi@b@oAXYTm@NYZk@Rc@HaAZw@\?DZX^d@Fb@?n@Lp@NZMn@b@pBL~@\f@EhAWD_@\k@Li@FcABMHMVwASc@Ua@FkA?R{CgAkAWKg@G_Ae@eAeA[m@i@}@WW_@W]c@C[Bi@OVa@XeA`A_FxGAOIQAK?yByCs@w@cA{AqAc@[a@i@[o@[k@gA}@a@e@[k@C[NwCHo@?QU{@IcAo@kAAcADSDaAc@O[m@a@e@Ww@Qy@K}@Y_GRw@\o@Xy@hAeCTo@Zi@pAsDZc@bAgAh@e@dAi@f@GVd@JlBNx@VzBLx@\Rd@Bf@?jALd@@b@AR@f@Kd@DlAGl@@d@LPN`AVbAp@d@`@fAv@hAl@z@r@\f@^Zf@FVu@n@aB^a@d@Cb@?h@L^D~Cd@bAJfBFxC^zBFb@H`@^b@R^YdAaAfBeB`@e@d@_@PI\d@b@vAPx@HbBNxA@hBKl@?NBt@VdALdAFdAAp@~AHAFHfAFBF@f@UPk@BSJ[I]ICGDYQ?SDO,197.0,7.3,1543.0,Corona Run XXIII: 5km loop,0.0,1.0,0.0,2.0,2020-04-24T12:32:59Z,2020-04-24T13:32:59Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,7.8,0.0,0.0,Run,3575367688.0,3575367688,3600.0,everyone,0
25,4.0,1.0,23312763.0,84.2,165.5,2.888,0.0,0.0,1.0,17009.5,5898.0,20.0,10.2,52.2,0.13,garmin_push_4835456420,0.0,0.0,g6474974,1.0,0.0,0.0,3350773091.0,17.0,,,,0.0,a3350773091,woq}H}kWxBe@\t@L`BCl@FfACpBFz@\bAlASf@BhAe@b@_@vGeDtBOfA\f@RtEnEdAt@jA^|BdBnAh@|@l@rCbAlBd@hAh@jD~@~CdBjAb@fAp@^b@bAd@z@fA|A`BVJ^f@rBnBpB`A`@\pAjB`ChB|A`AdBdBbEdDlDbDfAj@pAb@nBXnFDzA[jA?hAOhAFdHEb@C^[jCmEfC{D|BoCdAeBpCgDtBkBt@sAfBsAzBiDVm@x@gAz@yA|@aAnBmBdEaCvCuCpB_B~@_A|@iAhCeEv@cB|@oAz@iAxC{CvCwBnBw@bBgAvDsDjCiBdD{CjBgDt@mBr@kCdAsCx@mB|AqC|BaD|@_A`Au@d@QlA[`@Nf@Cd@Ll@t@f@D|@zA`A`At@`AhBnAtAjAzCnA\^jAZdAj@dAv@zArBTl@DzBIvBMzAF~@Px@IvBJv@Rp@jAl@Vp@H|BN|@Rv@f@nENv@x@xCp@zCK|@@r@`DdPPd@^^j@~Ab@HzCuG^a@fBeD`AoAb@[x@aB|@aAzBmEvBeDVs@nA{An@wAhBsFNuBEy@[_@uCn@aAE_Ab@qCnDs@zAqA|DuAvBq@p@a@\iAf@aDfAy@FqBf@_@^]f@c@X[_@iAaFu@aG}@aD_@wCUm@_AcAq@aBMy@Cy@BwBJ_CC_EKu@aA{@{@iAa@_@e@S_Au@sEcB{@s@sBaA]e@[My@sA}@kAg@aAcAq@}@]kA@c@Oc@?aAt@aAjA]H{@q@{@oAeDiDe@Y_@e@c@OI?a@t@a@`@sB`AcBfA{MxFgRvFaEbAyEr@_LdAmOz@iACqBPcATkAU]e@Yo@_AcF_@Ws@Fc@b@e@RmJNaF`@mAGgAg@_@[_AeAoBiDgAm@qBJsC}@oBAaEYYi@MaE?yDJeBJyF?}CT{BDwB?aBUiAkBx@}FrDmHzDiDrAiBtAsCnAeC`BcGrCiA`AmAh@iAb@qA~@eA`@gAn@yB|@c@Oi@Fe@f@[~@a@h@}ChBgA\kAp@kApAUf@?j@IBc@Uc@TgA`AsAr@_Az@aBfAYh@[TkBpCkFnEo@`@}@z@gBlAWf@Tp@l@tDb@`Bz@xE?dA\fDJxBA^i@wG,180.0,4.9,5889.0,Corona Run XXIV: Sight-seeing around the Shelfords,0.0,1.0,0.0,2.0,2020-04-25T12:18:53Z,2020-04-25T13:18:53Z,52.2,52.2,0.12,0.12,(GMT+00:00) Europe/London,24.0,0.0,0.0,Run,3580726679.0,3580726679,3600.0,everyone,0
24,7.0,2.0,23312763.0,84.1,168.0,2.852,2.0,0.0,1.0,18015.6,6575.0,69.0,9.2,52.2,0.13,garmin_push_4841907469,0.0,0.0,g6474974,1.0,0.0,0.0,3357503724.0,18.0,,,,0.0,a3357503724,ysq}HeqWIgA@Y]uEQw@i@mAUoBWy@v@mBtA}AdAw@|A_BnAkAn@c@Zm@h@s@`@YvBaCl@YpDiClB}@h@kA^[Xc@h@OnAw@pAe@nA}@X}@lC{Ap@cAZ{AHcB@aETgCVk@VsBXqDb@qDXgGPuAZcFb@{DJkBrAeOTqDb@kERuD^mEA{@IGAS\}@L{@@cAZwB\sDBs@l@yD?_BZyEf@gFP{C^yC`@wGh@cEL{BXsC@}@`@sDd@kJAqBd@uDViD`AoGDuBH}@\kBJaDj@_FTuKRwDB{Fd@oLFyFXqF@aAMw@Kk@c@cAH{@XUh@wAB_AC{@L{BCaAH_ENmFLu@Bm@?_EPuBl@oR@}@EcALeJ^{IHyJPwDPqLP{D@{BTsBVyD?gBJkDE{BNy@D}@@aCLgDIiEHsDd@uCN{BdB{NH_CHy@`AsFTwBTu@^Uf@HtCpAvCbAr@d@nApAb@VhAd@z@p@fD|AxFfDhA\xBvAvH`ElBz@hCjBfA^bAt@pBv@pGxDzExBlGlDfAd@tDzBxFlCnFlDb@NfE`CzBdBp@PtFhCjDxBP\Y|@cAlAi@`BkA`CCXuAdEgBzDu@rAqBvFsAdCUn@m@pC_D~GqAnDu@rA_A~CmBrEMx@Yr@i@z@gBxEy@pAoGvP}@jBc@pBw@vASz@q@fBaCpEc@lB[|CaA`D}BtFYj@]\e@B_Ck@u@CEIN|@PtBCh@Fz@C`AU|@oA~CYbBAfDR|D@hAiAn[HbBJC`@VLf@}@~A?^Y|@[rGi@vHYzBe@`GPlDA`AOv@_@JSp@[`DCx@a@rF[pHy@nJYzGe@vDSdFE@Sj@[nDKvBI|GOxBo@bFg@nBWj@yAfBwA|BsAxCiAdBY\gA`@Q|BYh@}AhBw@vAcBzAaBlAa@N}@x@oClB{D|ByB~@eBnA{At@e@LiC|Ae@N_@`@kCvAuClAgBtA}CxAeBrAkCbAmC|AoBv@Cb@aAf@e@?c@n@gB`AeAx@c@TsCbAiBrAaA`Ay@Ra@Z[T_@h@c@Zc@NiBbAcA~@_B|B]j@QdAc@v@mDnCa@d@_GjE_@d@eAv@eC|Bc@V_@b@]j@Rt@z@jAJt@f@zANv@`AxCAfAD|@lCg@lAe@fAw@WuD,186.0,4.3,6317.0,Corona Run XXV: Roaming Roman Roads,0.0,2.0,0.0,2.0,2020-04-26T14:33:01Z,2020-04-26T15:33:01Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,98.3,0.0,0.0,Run,3587789423.0,3587789423,3600.0,everyone,0
23,4.0,2.0,23312763.0,85.3,161.0,3.143,0.0,0.0,1.0,7396.5,2446.0,20.1,8.4,52.2,0.13,garmin_push_4850020741,0.0,0.0,g6474974,1.0,0.0,0.0,3365633618.0,11.0,,,,0.0,a3365633618,msq}HuqWKWEy@Ku@Q{BQq@e@eAKi@MU[cAWk@Sw@@KZg@b@]l@k@`@]`@c@pAiA~@_AVQrBaCzAqB~B}At@i@dByAd@WbCeBXe@Rk@~@o@rDqCfAk@`@_@`@UfAe@^U^[`@c@Ls@F}@`@gBB}@H_AGi@Pq@n@mD@eALy@ZmFV}BN{BBaA^cFReBDaA\qETgDJy@p@kHR}DR_CJsBX{BD{@`@{DMw@oA[COBMb@SRw@x@eBTm@\sBRuBB}@H}@TqBBk@RqBJwBLw@NuBX_Cb@gGl@{FJsCGe@w@Qq@aB]}AgAgAc@Ye@Os@c@a@]Wm@Q}BAcCPq@Aw@YoAYi@C_A]g@e@Ui@Mm@`@]d@GFe@FcAd@IHc@p@u@r@SLc@NUL{@z@OPKFWTqAjB]r@]j@Sp@[j@iAfBOt@Wt@Yl@e@jBu@~A_@hASt@Kz@Ox@gAnCy@vAuBlC{@tA_@`@Yh@{@fA[n@wAvB[n@OzBJr@DJGz@[l@WlCUzAUp@o@nCQ~AG|@A~B_@xD[xACz@Kz@HtAC`C@xAFl@C`A]dEC|@F|@IvAq@fD[hA[rBI|@g@rCQz@M`@YvAQxBeAnGc@~A[~Ag@lB]f@a@fBWt@Ov@Wv@CPt@j@b@PhCnBf@T`@Vd@r@hBx@f@Ff@PXT`@f@@|@G`CG~@Iz@A`AOrAMxBLfBJ^l@tA\l@Xr@Z`A?ZUn@_@Z}@lAE`@`@|B^lAb@|@P`BD~@ZpC,193.0,4.1,2353.0,Corona Run XXVI: Snakey path 🐍,0.0,3.0,0.0,2.0,2020-04-28T11:24:49Z,2020-04-28T12:24:49Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,19.6,0.0,0.0,Run,3596489535.0,3596489535,3600.0,everyone,0
22,0.0,2.0,23312763.0,83.6,140.5,2.904,0.0,0.0,1.0,3446.5,1269.0,16.3,11.5,52.17,0.13,garmin_push_4859034630,0.0,0.0,g6474974,1.0,0.0,0.0,3374815254.0,7.0,,,,0.0,a3374815254,qtq}HwqWBkAIkCKeAOu@Um@UcAc@q@g@eBB]z@aA^[\c@Zm@AQ_BaE[k@o@}@DeA^sBF{@V{Db@kFHkBd@Ab@Df@@f@N`@TfAt@b@PlANT?FBVG\g@Li@x@}E@cAEi@Fy@d@Ad@Pb@Z`@Tb@^V\fAf@vAdCh@Ad@LnABf@L`Aj@f@TVBC\f@L`@Zf@PTNrAjAt@`@H@TPZJRVVHXPvAl@\d@bAp@fAl@`@Xl@TfBhAjA`@hAh@d@P^^b@JhAj@h@JnCv@~@f@b@Lb@HnBn@jARdCz@xD|@f@R|Ab@LHp@rA`@Rb@QlAH`@JjCbAjAZb@P~@h@|@b@hBhAjBvAdCzB\TJDj@n@,161.0,3.9,1187.0,Corona Run XXVII: Mile challenge warm-up,0.0,0.0,0.0,2.0,2020-04-30T11:23:27Z,2020-04-30T12:23:27Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,4.6,0.0,0.0,Run,3606087838.0,3606087838,3600.0,everyone,0
21,6.0,2.0,23312763.0,90.2,186.1,4.035,0.0,0.0,1.0,1723.0,432.0,15.0,12.8,52.19,0.13,garmin_push_4859035287,0.0,0.0,g6474974,1.0,0.0,0.0,3374815995.0,13.0,,,,0.0,a3374815995,qlm}HoqWk@k@_EeDiA}@y@k@aAk@iBaAwB{@qDmAs@[E?i@Hk@@OOEU[c@eCs@[GuAk@qC}@sA_@i@QiBa@iCq@i@GsA[g@We@_@g@SqA[g@Sc@k@g@UmAe@e@Mg@Y{@[iAm@i@Uk@[kAw@SK_BqA[SmAc@_@],214.0,5.8,427.0,Corona Run XXVII: Mile challenge,0.0,4.0,0.0,2.0,2020-04-30T11:46:40Z,2020-04-30T12:46:40Z,52.17,52.17,0.13,0.13,(GMT+00:00) Europe/London,2.1,0.0,0.0,Run,3606088525.0,3606088525,3600.0,everyone,0
20,0.0,2.0,23312763.0,84.9,173.9,2.892,0.0,0.0,1.0,1636.9,573.0,16.2,11.5,52.2,0.13,garmin_push_4859035900,0.0,0.0,g6474974,1.0,0.0,0.0,3374816628.0,4.0,,,,0.0,a3374816628,alp}HogYA@USYKGOOOU?a@F[ICm@GOMGi@a@UIoAA[Jg@@a@e@]o@}@kAe@Sa@Km@YiCkBC?Yj@Kb@Ij@Ah@_@tDG~@Ot@GFe@NU@g@QKIU@KFe@Kc@Sc@]e@Qc@Ik@?e@Uc@?YVC|BE`Ac@lCEz@SlB?b@Gb@?hBf@lB|AnDJVNh@AF[l@qAvAM^^|BPz@Rp@p@tC^xE,184.0,4.8,566.0,Corona Run XXVII: Mile challenge cool-down,0.0,0.0,0.0,2.0,2020-04-30T11:56:24Z,2020-04-30T12:56:24Z,52.19,52.19,0.13,0.13,(GMT+00:00) Europe/London,0.0,0.0,0.0,Run,3606089214.0,3606089214,3600.0,everyone,0
19,7.0,2.0,23312763.0,84.1,165.6,2.812,0.0,0.0,1.0,20825.1,8079.0,74.7,10.7,52.2,0.13,garmin_push_4869105763,0.0,0.0,g6474974,1.0,0.0,0.0,3385028322.0,16.0,,,,0.0,a3385028322,ysq}HmqWQk@c@sCQ_B_BqGMw@vCkDbCiB^g@bAo@dB_BpAmB~C_D~FgEd@MnDgDb@Q`Ay@|GwDl@BDOhCyB|@i@fB_AnBk@jBaApBq@|MiI~E}BlCmBjAa@lGgDlFgD\GdFkEl@q@tAeCViAXa@@{@Pw@nAo@tEeHr@yAvAoBt@gBv@gDVuBLuBG_ERqDp@cGFUNDL{@PoCN}Dl@gHH{Cf@qHRaBTgGf@sD\uDVSPy@E_CO{Bn@gFJyB`@uDXuEG[^gCB{Bb@i@BWSu@e@MCS`@sCN}KX_JDqDOeFDkAVgB|AaFJy@c@yFCwABIP?pDjAd@OrAyB~AuDrCmI|@kBjCeIlAoCt@yC~B}Fr@yApD_Jj@kBdB}D`ByE|B{FxDyJh@cBnCsFNBn@`DlA`Ev@vA`BnFJ|@v@~CVn@b@fBN~@s@xAGv@PPx@nCIp@k@v@aCpF}@nD}@nB}@Oo@u@w@dDA`ANdAo@fAm@zAy@pAc@`@u@tA_@~A@~AZf@[fAjChE`CzEb@H\f@d@hB|BlD^Zv@Nd@ZXj@dC|CjAmAz@kA~ArARhA`AuEu@xDcAdDA\p@z@fDzCjA|A~@}A^c@nA_@|AdAtA~Al@fBZ~AFz@s@rETxAi@fBsBzEKCw@`CUTmAs@MTiAdDRhCCj@`HrIlAjBhD`GxIdQ`HdLjD~G~AdCnExE`E~CbJvFbClBxAt@bAx@Lh@G~HMtBHdNY|JYr@]`@kArCs@n@MrB{BxIg@~Cm@rCg@fBo@xAeA|Eq@~Ac@fBcArCgAnC_@`@kAjBmEpEeAt@qBj@aHp@sChAcBlBc@W{FqG}BqA]z@uElCkL|E}LhEsJ`CsIvAoHp@gWrAeCC_@[Yq@g@sB]qBJu@d@Gb@P`Ax@v@pA~@jEF|@GPp@|FR`COGs@gBd@zDUY_@uAk@qAeAyAoBxCuBxEoAbB{@p@m@r@h@pHFxBAz@Mp@g@@EfAeKG_AUs@g@e@PeBuAmEsEwF_E_GoCmEgAgADa@VBzBMvFIz@Qb@QFcAE{E_Bg@G{DHa@f@yAy@_E_@kB]gBe@wEt@GMQGyCTwCGe@LqB~@uCP]U_At@oA`@_BfCa@R]h@CpB[fAw@d@cAHgCjB_Bn@iClBaCx@i@@MSKu@_@{IQaBaF`AKc@ScC,186.0,4.1,7405.0,Corona Run XXVIII: Beautiful scenic route,0.0,0.0,0.0,2.0,2020-05-02T10:52:19Z,2020-05-02T11:52:19Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,122.5,0.0,0.0,Run,3616815272.0,3616815272,3600.0,everyone,0
18,4.0,1.0,23312763.0,84.6,165.7,3.084,0.0,0.0,1.0,7997.3,2640.0,13.0,5.8,52.2,0.13,garmin_push_4874178482,0.0,0.0,g6474974,1.0,0.0,0.0,3390270078.0,7.0,,,,0.0,a3390270078,ktq}HeqWD^Np@Bz@DZx@K`@Mn@KNKBM@_AScCOy@Bi@f@KTG@IAa@Kw@Sy@E{@Ou@C{CK_AMwBWq@Eu@HAY|@@Nj@`BHl@Ws@Yi@Uo@a@LaA|@{@h@a@`@gAt@iBzAc@Xa@j@UPe@TwAnAWFe@BYOUg@SMgBEmAIg@IiAGmASQGk@TKnA@f@^`DRnCHzBCX[l@OLaBpBa@X_BnBk@TI^Nz@F|@Nx@j@hBl@`DDbAHn@Fx@XjBv@`BVr@`@pAN|@Pz@f@hDTrB^|Bb@PjAKf@@VDp@Dx@P`@Zv@pAR^r@dB`@TlAOf@S`@a@RA^l@Xr@~@xC~AzGZbBHx@`@|@\XV^b@Zb@Rb@Df@Ld@B~@Rb@@^h@b@`@RLbA|@v@v@p@x@\f@p@n@HRPr@PnAp@|CRv@Vl@r@xCVt@Vl@v@vA`@`A\f@z@z@EUU[oAiCYe@SOe@SUC[k@My@aAyD_@sBg@gBO}@Uu@Qy@Co@WwBm@aH`@o@Lu@DMFEH}@J}BLm@A_AOs@g@uDYq@Sw@[i@Yq@[m@]]wB`@a@Ve@J_@MG]aAFYSIy@?g@By@HUXJ^\\xAJP^aBPmAVo@nAeA\g@XeDBy@GY]d@Un@c@VU@g@G[QmA{@aA}@gAy@gAc@kASc@MGIGy@M{@QwBE}BQyB@{@cAo@GyFQwBK{BI{@SmAk@uCSs@Gm@Uo@{@qAEC]ZiAs@Ym@OKe@Eg@AqAM}@k@c@TyCOcBS_@ImAEqBQSQ@ORo@Xm@Xw@ZgAXq@z@sC`@PRRDPJ~@P|Bd@bJPtBV|GFz@BB|@kAnAwAZi@|BgFPy@CKUKqCIkAIgC[,183.0,4.0,2593.0,Corona Run XXIX: Social distance relay (4/11),0.0,2.0,0.0,2.0,2020-05-03T10:14:16Z,2020-05-03T11:14:16Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,9.3,0.0,0.0,Run,3622332979.0,3622332979,3600.0,everyone,0
17,5.0,2.0,23312763.0,85.1,166.9,3.084,0.0,0.0,1.0,8267.0,2683.0,18.2,7.2,52.2,0.13,garmin_push_4884794876,0.0,0.0,g6474974,1.0,0.0,0.0,3401370853.0,11.0,,,,0.0,a3401370853,osq}H_qW?j@FtA?d@FHF@XGn@QjAMh@Mb@EDBL`@TtAF|@Ap@Bp@Hx@G~@P~@Nf@f@Kd@Of@@d@Gf@Qh@UjBgAlA_AF?dAi@f@Or@Ex@Td@VdAZd@RVXb@RbAbAZTz@`A`B`AdAh@lAb@^Xd@P`@Vb@\`@T`@LPR^R`@Rh@FjABd@J`@Tx@R`@Tb@\l@VJHnA`@b@X`BzAh@`@jAn@LDnA|@\\Tr@T\t@j@d@Td@ZdAlAx@n@p@b@NV\b@d@PfAp@z@jAh@Tx@hAb@\d@l@pCbB`AjA`@XhAj@^Xt@v@bBbAh@Td@Jj@@b@Cb@HhAl@`@`@p@hBZh@r@zA`@^lAfCAvAYhBc@zAGz@Bz@Tx@H|@BbAA|@Bh@Nf@`A`APx@E~@o@jEGtBGl@Kb@Gx@E~BM~@C`AM|@W~@QZ_@^o@d@OT]bAc@nBKhBo@`FQzB@bAEz@SV_AQg@?g@HgAxEc@La@MkBcAuAg@g@Mc@N{ApB_@vAOPc@VeARi@C]UQw@JaAMaCO{@]c@wBUkA]mBq@kAk@qB{@uBe@c@MkBgAeAu@gB{AqA}@SWMg@QiBSq@u@uA{@oA_@c@_@[e@Gc@CkAWe@Wc@]a@c@_@k@wAkBu@wAg@mB]m@_@_@UMe@Ii@?e@La@LMHeAv@OZ_@f@_@E{@sAuBqCcAq@Qq@Kw@Uu@k@}AWy@Kw@Qy@Sy@Ys@c@uBA_AE_AO{BYuBGaAPq@Xm@Fq@Pq@Bc@Jw@?c@LuBWs@Oy@UuBw@qAs@_By@{AiANmAZa@DEa@@cAVu@Ny@Fw@T_@|@m@^_@H}@DkB^mDLy@j@iBVm@NkAn@gBHeCa@sBK{AEgAAKe@Aw@`@oA^Y@]o@G{@C_A@_AH{@EaAMQU_CUASBsAZqAPICgA_D,186.0,4.4,2681.0,Corona Run XXX: Lazy loop,0.0,0.0,0.0,2.0,2020-05-05T11:11:05Z,2020-05-05T12:11:05Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,23.5,0.0,0.0,Run,3634048619.0,3634048619,3600.0,everyone,0
16,13.0,2.0,23312763.0,87.5,169.0,3.371,0.0,0.0,1.0,10011.6,3814.0,13.9,6.0,52.2,0.13,garmin_push_4889790677,0.0,0.0,g6474974,1.0,0.0,0.0,3406726898.0,10.0,,,,0.0,a3406726898,wsq}HypWJf@TdBEd@IJo@V{AZg@VIJACi@Lc@@a@JKRH|@R|D?~@Ln@`@Vd@HH~BA`AD|BF~BH`ABxACz@WhBI|@CH{@~@{BjB_@d@Wp@_@b@G|@Az@OdBIrAUrABZEl@KXc@Ze@HcCvBOb@]V?RFNDXFv@Cb@NpB@~@Kv@@~EBb@GnGF|BCbAHzAGfCS~BUr@[LgBAgFYgFy@mAEa@FOv@Ez@Kx@IxAg@`FGbDS~ACz@EZc@Jc@EyCi@c@Qe@EQ@Sn@Kv@KtBYzCC~@OxA`@x@d@V`@Db@JCz@s@`GWmBc@MW@WJU`@K^GhAMxEDj@Nd@JHXF\CLKDMVsAHq@\mFOe@g@[e@?e@XQ`@Gx@Az@OzDH`A^b@h@GROTs@ZaCH{@FcCWs@e@Se@Bc@`@Mh@OhDIvB@`@BTfCuG@iAUk@SMSCSBWPCFQt@C~CBfD@FPXTJP@VI\m@Lu@Hy@DaAFcCOu@_@e@i@Ga@RYn@CbDIvBD`AZh@RFd@GXa@Nw@^kGM_A[We@Ge@P]n@ARCdCbCuAEeAI][[QC[F[XIXG~@CdAC~B?~@Rp@PLRDN?VM^m@Ha@PeF?aAWo@a@Wc@D[VQb@GfAMdFJ~@`@f@d@C`@]Ts@TkFAcAWq@a@Y]?YNKLSx@Cp@?tAhC_B?IEcAMYYSKC_@Dc@j@I~@?hECv@@TF\LVd@Pb@SXu@Fk@RiE@w@Sy@e@[c@@WPYp@C|DGtBPz@`@Tb@I`@k@Jw@ReFAy@Yo@g@Qc@N[f@Iz@ErCnDaHViC?SGOq@Ee@Q[e@Ug@FoA`@wCHy@FaAB}@NqBL_@fF`Af@Nf@BRc@h@oDTyB?e@ViDBeCDaAHaAPq@bBRd@@h@KpCZ`EFdD\Zi@NyBNiDB_AC{@BaAAcAA}FIaAYwBF{@Cq@D_AP{@Fe@Cm@Q{@OuATu@^e@rAs@r@i@`@MR]HYLy@Ac@P}@N}AZgB@aANs@LOj@iA^c@z@oAdB{APs@JaABaAAyDF{@Ni@]eCI_AKoAA{@DQ^[hAa@Ry@?a@O}BBgEBOJSd@SNQNm@E}@g@aEEi@D?Pv@BnA,191.0,5.0,2970.0,"Corona Run XXXI: (1k on, 200m walk) x4",0.0,4.0,0.0,2.0,2020-05-06T10:26:05Z,2020-05-06T11:26:05Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,13.3,0.0,0.0,Run,3639654488.0,3639654488,3600.0,everyone,0
15,6.0,2.0,23312763.0,85.4,163.4,3.057,0.0,0.0,1.0,8481.9,2815.0,18.2,7.5,52.2,0.13,garmin_push_4895116726,0.0,0.0,g6474974,1.0,0.0,0.0,3412724133.0,11.0,,,,0.0,a3412724133,gtq}HqpWLl@Bz@RdAELGFa@Rq@RMTFp@BzALzAJ`C?^AFg@dAe@FUH[r@Iz@Bz@?x@H|@B~@RtBD`A@`AG|@UnBB|@A|@y@tJYrFNv@Xp@Tt@Lz@Tj@ThAf@jBPtBRp@Vj@^\`@p@DZOz@Gx@EbCCX?ZSfAJ|AGXCxA@t@?|@Mv@C`AFnCEdAGp@G|BWrBA\E\DdCI|BM|@YnDB|@PLf@Hf@@hATd@E`ABn@IrAA|AONK@Dd@Pf@Df@@b@CJ@nAC^BZDh@X`@X^\\h@d@Z~BlAPHb@J?KVZpAl@`@ZhA\h@XlATf@P`@Xt@p@~@h@^`@`A`A~B~Ab@Pb@HjALx@LbBLd@AvASd@Mh@Db@NPTTr@Px@j@lDVj@f@TbBf@j@h@pAXd@FdAZ`@Vd@b@p@Td@DRJb@Fb@Ed@ORM\i@Xs@Vs@b@mB^Wh@GdAId@YPu@|@wBXg@Z[d@J^PvBj@b@V^^b@P^c@L]h@eD`@YH?z@\l@Bb@CPeENeBV{BP_Cb@mCRw@Zc@pBqB\gAL{@BuBG{BFq@Ty@VwBDsAH}@Gy@?}@CuAU[SMWo@C_AF_CCaA[uA@{@^_BH}@@}@J_AMy@MUSWw@mASg@]k@u@kC_@e@a@[sAm@g@Ca@Me@Ec@Ie@[c@Ic@W_@c@WOe@e@_@QaA{@c@G_@Ma@_@e@[k@u@m@g@aBeBeAi@a@YsAk@w@k@]e@_AaAc@Wa@_@a@Ya@Qa@i@_@[]k@m@c@_@_@gAk@a@k@{@y@c@]gAo@SOcAg@a@]qCsA_@YiDaAgAc@kA[sBw@g@Ic@OeBgAa@[c@a@y@c@a@[iAg@mAq@_@Y_@]Yg@_AcAs@e@a@SyBKoCpAeAr@oB~@c@Cc@Lg@FcA`@a@EI_@EaA?_AMaCO}AGaBI[o@Be@J{@Rs@Tg@ME_ASq@,184.0,4.7,2775.0,Corona Run XXXII: Hot and sweaty loop,0.0,0.0,0.0,2.0,2020-05-07T11:18:30Z,2020-05-07T12:18:30Z,52.2,52.2,0.13,0.13,(GMT+00:00) Europe/London,24.6,0.0,0.0,Run,3645605727.0,3645605727,3600.0,everyone,0
